a,a,a,a,a,a,a,a,a,a,a,a,a
a,"Parmer County, Texas",0.9331,Texas,TX,Parmer County,48,369,pctunmetneed,2014,0.9331,", ",93.31
a,"Pecos County, Texas",0.9043,Texas,TX,Pecos County,48,371,pctunmetneed,2014,0.9043,", ",90.43
a,"Polk County, Texas",0.9548,Texas,TX,Polk County,48,373,pctunmetneed,2014,0.9548,", ",95.48
a,"Potter County, Texas",0.9331,Texas,TX,Potter County,48,375,pctunmetneed,2014,0.9331,", ",93.31
a,"Presidio County, Texas",0.9423,Texas,TX,Presidio County,48,377,pctunmetneed,2014,0.9423,", ",94.23
a,"Rains County, Texas",0.9327,Texas,TX,Rains County,48,379,pctunmetneed,2014,0.9327,", ",93.27
a,"Randall County, Texas",0.9331,Texas,TX,Randall County,48,381,pctunmetneed,2014,0.9331,", ",93.31
a,"Reagan County, Texas",0.9043,Texas,TX,Reagan County,48,383,pctunmetneed,2014,0.9043,", ",90.43
a,"Real County, Texas",0.9212,Texas,TX,Real County,48,385,pctunmetneed,2014,0.9212,", ",92.12
a,"Red River County, Texas",0.9327,Texas,TX,Red River County,48,387,pctunmetneed,2014,0.9327,", ",93.27
a,"Reeves County, Texas",0.9043,Texas,TX,Reeves County,48,389,pctunmetneed,2014,0.9043,", ",90.43
a,"Refugio County, Texas",0.9543,Texas,TX,Refugio County,48,391,pctunmetneed,2014,0.9543,", ",95.43
a,"Roberts County, Texas",0.9331,Texas,TX,Roberts County,48,393,pctunmetneed,2014,0.9331,", ",93.31
a,"Robertson County, Texas",0.9241,Texas,TX,Robertson County,48,395,pctunmetneed,2014,0.9241,", ",92.41
a,"Rockwall County, Texas",0.9481,Texas,TX,Rockwall County,48,397,pctunmetneed,2014,0.9481,", ",94.81
a,"Runnels County, Texas",0.9174,Texas,TX,Runnels County,48,399,pctunmetneed,2014,0.9174,", ",91.74
a,"Rusk County, Texas",0.9327,Texas,TX,Rusk County,48,401,pctunmetneed,2014,0.9327,", ",93.27
a,"Sabine County, Texas",0.9548,Texas,TX,Sabine County,48,403,pctunmetneed,2014,0.9548,", ",95.48
a,"San Augustine County, Texas",0.9548,Texas,TX,San Augustine County,48,405,pctunmetneed,2014,0.9548,", ",95.48
a,"San Jacinto County, Texas",0.9548,Texas,TX,San Jacinto County,48,407,pctunmetneed,2014,0.9548,", ",95.48
a,"San Patricio County, Texas",0.9543,Texas,TX,San Patricio County,48,409,pctunmetneed,2014,0.9543,", ",95.43
a,"San Saba County, Texas",0.9241,Texas,TX,San Saba County,48,411,pctunmetneed,2014,0.9241,", ",92.41
a,"Schleicher County, Texas",0.9043,Texas,TX,Schleicher County,48,413,pctunmetneed,2014,0.9043,", ",90.43
a,"Scurry County, Texas",0.9174,Texas,TX,Scurry County,48,415,pctunmetneed,2014,0.9174,", ",91.74
a,"Shackelford County, Texas",0.9174,Texas,TX,Shackelford County,48,417,pctunmetneed,2014,0.9174,", ",91.74
a,"Shelby County, Texas",0.9548,Texas,TX,Shelby County,48,419,pctunmetneed,2014,0.9548,", ",95.48
a,"Sherman County, Texas",0.9331,Texas,TX,Sherman County,48,421,pctunmetneed,2014,0.9331,", ",93.31
a,"Smith County, Texas",0.9327,Texas,TX,Smith County,48,423,pctunmetneed,2014,0.9327,", ",93.27
a,"Somervell County, Texas",0.9256,Texas,TX,Somervell County,48,425,pctunmetneed,2014,0.9256,", ",92.56
a,"Starr County, Texas",0.9543,Texas,TX,Starr County,48,427,pctunmetneed,2014,0.9543,", ",95.43
a,"Stephens County, Texas",0.9174,Texas,TX,Stephens County,48,429,pctunmetneed,2014,0.9174,", ",91.74
a,"Sterling County, Texas",0.9043,Texas,TX,Sterling County,48,431,pctunmetneed,2014,0.9043,", ",90.43
a,"Stonewall County, Texas",0.9174,Texas,TX,Stonewall County,48,433,pctunmetneed,2014,0.9174,", ",91.74
a,"Sutton County, Texas",0.9043,Texas,TX,Sutton County,48,435,pctunmetneed,2014,0.9043,", ",90.43
a,"Swisher County, Texas",0.9331,Texas,TX,Swisher County,48,437,pctunmetneed,2014,0.9331,", ",93.31
a,"Tarrant County, Texas",0.9256,Texas,TX,Tarrant County,48,439,pctunmetneed,2014,0.9256,", ",92.56
a,"Taylor County, Texas",0.9174,Texas,TX,Taylor County,48,441,pctunmetneed,2014,0.9174,", ",91.74
a,"Terrell County, Texas",0.9043,Texas,TX,Terrell County,48,443,pctunmetneed,2014,0.9043,", ",90.43
a,"Terry County, Texas",0.9331,Texas,TX,Terry County,48,445,pctunmetneed,2014,0.9331,", ",93.31
a,"Throckmorton County, Texas",0.9174,Texas,TX,Throckmorton County,48,447,pctunmetneed,2014,0.9174,", ",91.74
a,"Titus County, Texas",0.9327,Texas,TX,Titus County,48,449,pctunmetneed,2014,0.9327,", ",93.27
a,"Tom Green County, Texas",0.9043,Texas,TX,Tom Green County,48,451,pctunmetneed,2014,0.9043,", ",90.43
a,"Travis County, Texas",0.9238,Texas,TX,Travis County,48,453,pctunmetneed,2014,0.9238,", ",92.38
a,"Trinity County, Texas",0.9548,Texas,TX,Trinity County,48,455,pctunmetneed,2014,0.9548,", ",95.48
a,"Tyler County, Texas",0.9548,Texas,TX,Tyler County,48,457,pctunmetneed,2014,0.9548,", ",95.48
a,"Upshur County, Texas",0.9327,Texas,TX,Upshur County,48,459,pctunmetneed,2014,0.9327,", ",93.27
a,"Upton County, Texas",0.9043,Texas,TX,Upton County,48,461,pctunmetneed,2014,0.9043,", ",90.43
a,"Uvalde County, Texas",0.9212,Texas,TX,Uvalde County,48,463,pctunmetneed,2014,0.9212,", ",92.12
a,"Val Verde County, Texas",0.9212,Texas,TX,Val Verde County,48,465,pctunmetneed,2014,0.9212,", ",92.12
a,"Van Zandt County, Texas",0.9327,Texas,TX,Van Zandt County,48,467,pctunmetneed,2014,0.9327,", ",93.27
a,"Victoria County, Texas",0.9212,Texas,TX,Victoria County,48,469,pctunmetneed,2014,0.9212,", ",92.12
a,"Walker County, Texas",0.9452,Texas,TX,Walker County,48,471,pctunmetneed,2014,0.9452,", ",94.52
a,"Waller County, Texas",0.9452,Texas,TX,Waller County,48,473,pctunmetneed,2014,0.9452,", ",94.52
a,"Ward County, Texas",0.9043,Texas,TX,Ward County,48,475,pctunmetneed,2014,0.9043,", ",90.43
a,"Washington County, Texas",0.9241,Texas,TX,Washington County,48,477,pctunmetneed,2014,0.9241,", ",92.41
a,"Webb County, Texas",0.9543,Texas,TX,Webb County,48,479,pctunmetneed,2014,0.9543,", ",95.43
a,"Wharton County, Texas",0.9452,Texas,TX,Wharton County,48,481,pctunmetneed,2014,0.9452,", ",94.52
a,"Wheeler County, Texas",0.9331,Texas,TX,Wheeler County,48,483,pctunmetneed,2014,0.9331,", ",93.31
a,"Wichita County, Texas",0.9174,Texas,TX,Wichita County,48,485,pctunmetneed,2014,0.9174,", ",91.74
a,"Wilbarger County, Texas",0.9174,Texas,TX,Wilbarger County,48,487,pctunmetneed,2014,0.9174,", ",91.74
a,"Willacy County, Texas",0.9543,Texas,TX,Willacy County,48,489,pctunmetneed,2014,0.9543,", ",95.43
a,"Williamson County, Texas",0.9238,Texas,TX,Williamson County,48,491,pctunmetneed,2014,0.9238,", ",92.38
a,"Wilson County, Texas",0.9212,Texas,TX,Wilson County,48,493,pctunmetneed,2014,0.9212,", ",92.12
a,"Winkler County, Texas",0.9043,Texas,TX,Winkler County,48,495,pctunmetneed,2014,0.9043,", ",90.43
a,"Wise County, Texas",0.9256,Texas,TX,Wise County,48,497,pctunmetneed,2014,0.9256,", ",92.56
a,"Wood County, Texas",0.9327,Texas,TX,Wood County,48,499,pctunmetneed,2014,0.9327,", ",93.27
a,"Yoakum County, Texas",0.9331,Texas,TX,Yoakum County,48,501,pctunmetneed,2014,0.9331,", ",93.31
a,"Young County, Texas",0.9174,Texas,TX,Young County,48,503,pctunmetneed,2014,0.9174,", ",91.74
a,"Zapata County, Texas",0.9543,Texas,TX,Zapata County,48,505,pctunmetneed,2014,0.9543,", ",95.43
a,"Zavala County, Texas",0.9212,Texas,TX,Zavala County,48,507,pctunmetneed,2014,0.9212,", ",92.12
a,"Beaver County, Utah",0.8642,Utah,UT,Beaver County,49,1,pctunmetneed,2014,0.8642,", ",86.42
a,"Box Elder County, Utah",0.8867,Utah,UT,Box Elder County,49,3,pctunmetneed,2014,0.8867,", ",88.67
a,"Cache County, Utah",0.8867,Utah,UT,Cache County,49,5,pctunmetneed,2014,0.8867,", ",88.67
a,"Carbon County, Utah",0.8642,Utah,UT,Carbon County,49,7,pctunmetneed,2014,0.8642,", ",86.42
a,"Daggett County, Utah",0.8867,Utah,UT,Daggett County,49,9,pctunmetneed,2014,0.8867,", ",88.67
a,"Davis County, Utah",0.8514,Utah,UT,Davis County,49,11,pctunmetneed,2014,0.8514,", ",85.14
a,"Duchesne County, Utah",0.8867,Utah,UT,Duchesne County,49,13,pctunmetneed,2014,0.8867,", ",88.67
a,"Emery County, Utah",0.8642,Utah,UT,Emery County,49,15,pctunmetneed,2014,0.8642,", ",86.42
a,"Garfield County, Utah",0.8642,Utah,UT,Garfield County,49,17,pctunmetneed,2014,0.8642,", ",86.42
a,"Grand County, Utah",0.8642,Utah,UT,Grand County,49,19,pctunmetneed,2014,0.8642,", ",86.42
a,"Iron County, Utah",0.8642,Utah,UT,Iron County,49,21,pctunmetneed,2014,0.8642,", ",86.42
a,"Juab County, Utah",0.8642,Utah,UT,Juab County,49,23,pctunmetneed,2014,0.8642,", ",86.42
a,"Kane County, Utah",0.8642,Utah,UT,Kane County,49,25,pctunmetneed,2014,0.8642,", ",86.42
a,"Millard County, Utah",0.8642,Utah,UT,Millard County,49,27,pctunmetneed,2014,0.8642,", ",86.42
a,"Morgan County, Utah",0.908,Utah,UT,Morgan County,49,29,pctunmetneed,2014,0.908,", ",90.8
a,"Piute County, Utah",0.8642,Utah,UT,Piute County,49,31,pctunmetneed,2014,0.8642,", ",86.42
a,"Rich County, Utah",0.8867,Utah,UT,Rich County,49,33,pctunmetneed,2014,0.8867,", ",88.67
a,"Salt Lake County, Utah",0.9154,Utah,UT,Salt Lake County,49,35,pctunmetneed,2014,0.9154,", ",91.54
a,"San Juan County, Utah",0.8642,Utah,UT,San Juan County,49,37,pctunmetneed,2014,0.8642,", ",86.42
a,"Sanpete County, Utah",0.8642,Utah,UT,Sanpete County,49,39,pctunmetneed,2014,0.8642,", ",86.42
a,"Sevier County, Utah",0.8642,Utah,UT,Sevier County,49,41,pctunmetneed,2014,0.8642,", ",86.42
a,"Summit County, Utah",0.8867,Utah,UT,Summit County,49,43,pctunmetneed,2014,0.8867,", ",88.67
a,"Tooele County, Utah",0.8867,Utah,UT,Tooele County,49,45,pctunmetneed,2014,0.8867,", ",88.67
a,"Uintah County, Utah",0.8867,Utah,UT,Uintah County,49,47,pctunmetneed,2014,0.8867,", ",88.67
a,"Utah County, Utah",0.9231,Utah,UT,Utah County,49,49,pctunmetneed,2014,0.9231,", ",92.31
a,"Wasatch County, Utah",0.8867,Utah,UT,Wasatch County,49,51,pctunmetneed,2014,0.8867,", ",88.67
a,"Washington County, Utah",0.8642,Utah,UT,Washington County,49,53,pctunmetneed,2014,0.8642,", ",86.42
a,"Wayne County, Utah",0.8642,Utah,UT,Wayne County,49,55,pctunmetneed,2014,0.8642,", ",86.42
a,"Weber County, Utah",0.908,Utah,UT,Weber County,49,57,pctunmetneed,2014,0.908,", ",90.8
a,"Addison County, Vermont",0.8859,Vermont,VT,Addison County,50,1,pctunmetneed,2014,0.8859,", ",88.59
a,"Bennington County, Vermont",0.8399,Vermont,VT,Bennington County,50,3,pctunmetneed,2014,0.8399,", ",83.99
a,"Caledonia County, Vermont",0.8339,Vermont,VT,Caledonia County,50,5,pctunmetneed,2014,0.8339,", ",83.39
a,"Chittenden County, Vermont",0.8859,Vermont,VT,Chittenden County,50,7,pctunmetneed,2014,0.8859,", ",88.59
a,"Essex County, Vermont",0.8339,Vermont,VT,Essex County,50,9,pctunmetneed,2014,0.8339,", ",83.39
a,"Franklin County, Vermont",0.8859,Vermont,VT,Franklin County,50,11,pctunmetneed,2014,0.8859,", ",88.59
a,"Grand Isle County, Vermont",0.8859,Vermont,VT,Grand Isle County,50,13,pctunmetneed,2014,0.8859,", ",88.59
a,"Lamoille County, Vermont",0.8339,Vermont,VT,Lamoille County,50,15,pctunmetneed,2014,0.8339,", ",83.39
a,"Orange County, Vermont",0.8681,Vermont,VT,Orange County,50,17,pctunmetneed,2014,0.8681,", ",86.81
a,"Orleans County, Vermont",0.8339,Vermont,VT,Orleans County,50,19,pctunmetneed,2014,0.8339,", ",83.39
a,"Rutland County, Vermont",0.8399,Vermont,VT,Rutland County,50,21,pctunmetneed,2014,0.8399,", ",83.99
a,"Washington County, Vermont",0.8339,Vermont,VT,Washington County,50,23,pctunmetneed,2014,0.8339,", ",83.39
a,"Windham County, Vermont",0.8681,Vermont,VT,Windham County,50,25,pctunmetneed,2014,0.8681,", ",86.81
a,"Windsor County, Vermont",0.8681,Vermont,VT,Windsor County,50,27,pctunmetneed,2014,0.8681,", ",86.81
a,"Accomack County, Virginia",0.8915,Virginia,VA,Accomack County,51,1,pctunmetneed,2014,0.8915,", ",89.15
a,"Albemarle County, Virginia",0.9137,Virginia,VA,Albemarle County,51,3,pctunmetneed,2014,0.9137,", ",91.37
a,"Alleghany County, Virginia",0.9216,Virginia,VA,Alleghany County,51,5,pctunmetneed,2014,0.9216,", ",92.16
a,"Amelia County, Virginia",0.893,Virginia,VA,Amelia County,51,7,pctunmetneed,2014,0.893,", ",89.3
a,"Amherst County, Virginia",0.9216,Virginia,VA,Amherst County,51,9,pctunmetneed,2014,0.9216,", ",92.16
a,"Appomattox County, Virginia",0.9216,Virginia,VA,Appomattox County,51,11,pctunmetneed,2014,0.9216,", ",92.16
a,"Arlington County, Virginia",0.9296,Virginia,VA,Arlington County,51,13,pctunmetneed,2014,0.9296,", ",92.96
a,"Augusta County, Virginia",0.9137,Virginia,VA,Augusta County,51,15,pctunmetneed,2014,0.9137,", ",91.37
a,"Bath County, Virginia",0.9137,Virginia,VA,Bath County,51,17,pctunmetneed,2014,0.9137,", ",91.37
a,"Bedford County, Virginia",0.9216,Virginia,VA,Bedford County,51,19,pctunmetneed,2014,0.9216,", ",92.16
a,"Bland County, Virginia",0.9216,Virginia,VA,Bland County,51,21,pctunmetneed,2014,0.9216,", ",92.16
a,"Botetourt County, Virginia",0.9216,Virginia,VA,Botetourt County,51,23,pctunmetneed,2014,0.9216,", ",92.16
a,"Brunswick County, Virginia",0.893,Virginia,VA,Brunswick County,51,25,pctunmetneed,2014,0.893,", ",89.3
a,"Buchanan County, Virginia",0.9216,Virginia,VA,Buchanan County,51,27,pctunmetneed,2014,0.9216,", ",92.16
a,"Buckingham County, Virginia",0.893,Virginia,VA,Buckingham County,51,29,pctunmetneed,2014,0.893,", ",89.3
a,"Campbell County, Virginia",0.9216,Virginia,VA,Campbell County,51,31,pctunmetneed,2014,0.9216,", ",92.16
a,"Caroline County, Virginia",0.9137,Virginia,VA,Caroline County,51,33,pctunmetneed,2014,0.9137,", ",91.37
a,"Carroll County, Virginia",0.9216,Virginia,VA,Carroll County,51,35,pctunmetneed,2014,0.9216,", ",92.16
a,"Charles City County, Virginia",0.893,Virginia,VA,Charles City County,51,36,pctunmetneed,2014,0.893,", ",89.3
a,"Charlotte County, Virginia",0.893,Virginia,VA,Charlotte County,51,37,pctunmetneed,2014,0.893,", ",89.3
a,"Chesterfield County, Virginia",0.893,Virginia,VA,Chesterfield County,51,41,pctunmetneed,2014,0.893,", ",89.3
a,"Clarke County, Virginia",0.9137,Virginia,VA,Clarke County,51,43,pctunmetneed,2014,0.9137,", ",91.37
a,"Craig County, Virginia",0.9216,Virginia,VA,Craig County,51,45,pctunmetneed,2014,0.9216,", ",92.16
a,"Culpeper County, Virginia",0.9137,Virginia,VA,Culpeper County,51,47,pctunmetneed,2014,0.9137,", ",91.37
a,"Cumberland County, Virginia",0.893,Virginia,VA,Cumberland County,51,49,pctunmetneed,2014,0.893,", ",89.3
a,"Dickenson County, Virginia",0.9216,Virginia,VA,Dickenson County,51,51,pctunmetneed,2014,0.9216,", ",92.16
a,"Dinwiddie County, Virginia",0.893,Virginia,VA,Dinwiddie County,51,53,pctunmetneed,2014,0.893,", ",89.3
a,"Essex County, Virginia",0.8915,Virginia,VA,Essex County,51,57,pctunmetneed,2014,0.8915,", ",89.15
a,"Fairfax County, Virginia",0.9296,Virginia,VA,Fairfax County,51,59,pctunmetneed,2014,0.9296,", ",92.96
a,"Fauquier County, Virginia",0.9137,Virginia,VA,Fauquier County,51,61,pctunmetneed,2014,0.9137,", ",91.37
a,"Floyd County, Virginia",0.9216,Virginia,VA,Floyd County,51,63,pctunmetneed,2014,0.9216,", ",92.16
a,"Fluvanna County, Virginia",0.9137,Virginia,VA,Fluvanna County,51,65,pctunmetneed,2014,0.9137,", ",91.37
a,"Franklin County, Virginia",0.9216,Virginia,VA,Franklin County,51,67,pctunmetneed,2014,0.9216,", ",92.16
a,"Frederick County, Virginia",0.9137,Virginia,VA,Frederick County,51,69,pctunmetneed,2014,0.9137,", ",91.37
a,"Giles County, Virginia",0.9216,Virginia,VA,Giles County,51,71,pctunmetneed,2014,0.9216,", ",92.16
a,"Gloucester County, Virginia",0.8915,Virginia,VA,Gloucester County,51,73,pctunmetneed,2014,0.8915,", ",89.15
a,"Goochland County, Virginia",0.893,Virginia,VA,Goochland County,51,75,pctunmetneed,2014,0.893,", ",89.3
a,"Grayson County, Virginia",0.9216,Virginia,VA,Grayson County,51,77,pctunmetneed,2014,0.9216,", ",92.16
a,"Greene County, Virginia",0.9137,Virginia,VA,Greene County,51,79,pctunmetneed,2014,0.9137,", ",91.37
a,"Greensville County, Virginia",0.893,Virginia,VA,Greensville County,51,81,pctunmetneed,2014,0.893,", ",89.3
a,"Halifax County, Virginia",0.893,Virginia,VA,Halifax County,51,83,pctunmetneed,2014,0.893,", ",89.3
a,"Hanover County, Virginia",0.893,Virginia,VA,Hanover County,51,85,pctunmetneed,2014,0.893,", ",89.3
a,"Henrico County, Virginia",0.893,Virginia,VA,Henrico County,51,87,pctunmetneed,2014,0.893,", ",89.3
a,"Henry County, Virginia",0.9216,Virginia,VA,Henry County,51,89,pctunmetneed,2014,0.9216,", ",92.16
a,"Highland County, Virginia",0.9137,Virginia,VA,Highland County,51,91,pctunmetneed,2014,0.9137,", ",91.37
a,"Isle of Wight County, Virginia",0.8915,Virginia,VA,Isle of Wight County,51,93,pctunmetneed,2014,0.8915,", ",89.15
a,"James City County, Virginia",0.8915,Virginia,VA,James City County,51,95,pctunmetneed,2014,0.8915,", ",89.15
a,"King and Queen County, Virginia",0.8915,Virginia,VA,King and Queen County,51,97,pctunmetneed,2014,0.8915,", ",89.15
a,"King George County, Virginia",0.9137,Virginia,VA,King George County,51,99,pctunmetneed,2014,0.9137,", ",91.37
a,"King William County, Virginia",0.8915,Virginia,VA,King William County,51,101,pctunmetneed,2014,0.8915,", ",89.15
a,"Lancaster County, Virginia",0.8915,Virginia,VA,Lancaster County,51,103,pctunmetneed,2014,0.8915,", ",89.15
a,"Lee County, Virginia",0.9216,Virginia,VA,Lee County,51,105,pctunmetneed,2014,0.9216,", ",92.16
a,"Loudoun County, Virginia",0.9296,Virginia,VA,Loudoun County,51,107,pctunmetneed,2014,0.9296,", ",92.96
a,"Louisa County, Virginia",0.9137,Virginia,VA,Louisa County,51,109,pctunmetneed,2014,0.9137,", ",91.37
a,"Lunenburg County, Virginia",0.893,Virginia,VA,Lunenburg County,51,111,pctunmetneed,2014,0.893,", ",89.3
a,"Madison County, Virginia",0.9137,Virginia,VA,Madison County,51,113,pctunmetneed,2014,0.9137,", ",91.37
a,"Mathews County, Virginia",0.8915,Virginia,VA,Mathews County,51,115,pctunmetneed,2014,0.8915,", ",89.15
a,"Mecklenburg County, Virginia",0.893,Virginia,VA,Mecklenburg County,51,117,pctunmetneed,2014,0.893,", ",89.3
a,"Middlesex County, Virginia",0.8915,Virginia,VA,Middlesex County,51,119,pctunmetneed,2014,0.8915,", ",89.15
a,"Montgomery County, Virginia",0.9216,Virginia,VA,Montgomery County,51,121,pctunmetneed,2014,0.9216,", ",92.16
a,"Nelson County, Virginia",0.9137,Virginia,VA,Nelson County,51,125,pctunmetneed,2014,0.9137,", ",91.37
a,"New Kent County, Virginia",0.893,Virginia,VA,New Kent County,51,127,pctunmetneed,2014,0.893,", ",89.3
a,"Northampton County, Virginia",0.8915,Virginia,VA,Northampton County,51,131,pctunmetneed,2014,0.8915,", ",89.15
a,"Northumberland County, Virginia",0.8915,Virginia,VA,Northumberland County,51,133,pctunmetneed,2014,0.8915,", ",89.15
a,"Nottoway County, Virginia",0.893,Virginia,VA,Nottoway County,51,135,pctunmetneed,2014,0.893,", ",89.3
a,"Orange County, Virginia",0.9137,Virginia,VA,Orange County,51,137,pctunmetneed,2014,0.9137,", ",91.37
a,"Page County, Virginia",0.9137,Virginia,VA,Page County,51,139,pctunmetneed,2014,0.9137,", ",91.37
a,"Patrick County, Virginia",0.9216,Virginia,VA,Patrick County,51,141,pctunmetneed,2014,0.9216,", ",92.16
a,"Pittsylvania County, Virginia",0.9216,Virginia,VA,Pittsylvania County,51,143,pctunmetneed,2014,0.9216,", ",92.16
a,"Powhatan County, Virginia",0.893,Virginia,VA,Powhatan County,51,145,pctunmetneed,2014,0.893,", ",89.3
a,"Prince Edward County, Virginia",0.893,Virginia,VA,Prince Edward County,51,147,pctunmetneed,2014,0.893,", ",89.3
a,"Prince George County, Virginia",0.893,Virginia,VA,Prince George County,51,149,pctunmetneed,2014,0.893,", ",89.3
a,"Prince William County, Virginia",0.9296,Virginia,VA,Prince William County,51,153,pctunmetneed,2014,0.9296,", ",92.96
a,"Pulaski County, Virginia",0.9216,Virginia,VA,Pulaski County,51,155,pctunmetneed,2014,0.9216,", ",92.16
a,"Rappahannock County, Virginia",0.9137,Virginia,VA,Rappahannock County,51,157,pctunmetneed,2014,0.9137,", ",91.37
a,"Richmond County, Virginia",0.8915,Virginia,VA,Richmond County,51,159,pctunmetneed,2014,0.8915,", ",89.15
a,"Roanoke County, Virginia",0.9216,Virginia,VA,Roanoke County,51,161,pctunmetneed,2014,0.9216,", ",92.16
a,"Rockbridge County, Virginia",0.9137,Virginia,VA,Rockbridge County,51,163,pctunmetneed,2014,0.9137,", ",91.37
a,"Rockingham County, Virginia",0.9137,Virginia,VA,Rockingham County,51,165,pctunmetneed,2014,0.9137,", ",91.37
a,"Russell County, Virginia",0.9216,Virginia,VA,Russell County,51,167,pctunmetneed,2014,0.9216,", ",92.16
a,"Scott County, Virginia",0.9216,Virginia,VA,Scott County,51,169,pctunmetneed,2014,0.9216,", ",92.16
a,"Shenandoah County, Virginia",0.9137,Virginia,VA,Shenandoah County,51,171,pctunmetneed,2014,0.9137,", ",91.37
a,"Smyth County, Virginia",0.9216,Virginia,VA,Smyth County,51,173,pctunmetneed,2014,0.9216,", ",92.16
a,"Southampton County, Virginia",0.8915,Virginia,VA,Southampton County,51,175,pctunmetneed,2014,0.8915,", ",89.15
a,"Spotsylvania County, Virginia",0.9137,Virginia,VA,Spotsylvania County,51,177,pctunmetneed,2014,0.9137,", ",91.37
a,"Stafford County, Virginia",0.9137,Virginia,VA,Stafford County,51,179,pctunmetneed,2014,0.9137,", ",91.37
a,"Surry County, Virginia",0.893,Virginia,VA,Surry County,51,181,pctunmetneed,2014,0.893,", ",89.3
a,"Sussex County, Virginia",0.893,Virginia,VA,Sussex County,51,183,pctunmetneed,2014,0.893,", ",89.3
a,"Tazewell County, Virginia",0.9216,Virginia,VA,Tazewell County,51,185,pctunmetneed,2014,0.9216,", ",92.16
a,"Warren County, Virginia",0.9137,Virginia,VA,Warren County,51,187,pctunmetneed,2014,0.9137,", ",91.37
a,"Washington County, Virginia",0.9216,Virginia,VA,Washington County,51,191,pctunmetneed,2014,0.9216,", ",92.16
a,"Westmoreland County, Virginia",0.8915,Virginia,VA,Westmoreland County,51,193,pctunmetneed,2014,0.8915,", ",89.15
a,"Wise County, Virginia",0.9216,Virginia,VA,Wise County,51,195,pctunmetneed,2014,0.9216,", ",92.16
